battery,step_index,step_type,comment,voltage_mean,voltage_min,voltage_max,voltage_std,voltage_delta,current_mean,current_min,current_max,current_std,current_abs_mean,temp_mean,temp_min,temp_max,temp_delta,duration_sec,n_datapoints,capacity_proxy,step_type_encoded,cycle_number
RW10,4837,C,charge (random walk),4.164408163265306,4.102,4.2,0.026679441268930786,0.09799999999999986,-3.750081632653061,-3.755,-3.749,0.0008289835106771011,3.750081632653061,26.665646530612243,26.59422,26.71865,0.07775999999999783,47.51,49,178.1663783673469,0,1111.0
RW10,4839,C,charge (random walk),3.8860232558139534,3.88,3.939,0.010542563187816859,-0.05400000000000027,-0.7500166112956811,-0.754,-0.749,0.0003502108691855003,0.7500166112956811,26.087727508305647,25.45881,26.7031,-1.2442899999999995,300.0,301,225.00498338870432,0,1112.0
RW10,4841,D,discharge (random walk),3.2833552631578944,3.2,3.44,0.0667875074883746,-0.23999999999999977,4.499894736842105,4.499,4.503,0.0005020732639037511,4.499894736842105,26.033888684210524,25.44326,26.79642,1.3531600000000026,75.0,76,337.4921052631579,1,1112.0
RW10,4843,D,discharge (random walk),3.5421063122923586,3.505,3.558,0.012485818933521322,0.015000000000000124,1.49987707641196,1.499,1.502,0.00046273715206587005,1.49987707641196,27.478714152823926,26.81198,27.7763,0.9643200000000007,300.0,301,449.963122923588,1,1112.0
RW10,4845,D,discharge (random walk),3.5985348837209306,3.586,3.603,0.003686594067298988,0.007000000000000117,0.7500564784053156,0.749,0.754,0.00033628746557141736,0.7500564784053156,27.422648803986714,27.06083,27.7763,-0.7154699999999998,300.0,301,225.0169435215947,1,1112.0
RW10,4847,C,charge (random walk),3.992132890365448,3.843,4.049,0.05077913494862666,0.2060000000000004,-2.249916943521595,-2.254,-2.249,0.0005185066341914132,2.249916943521595,26.645123953488373,26.32982,27.06083,-0.7310099999999977,300.0,301,674.9750830564784,0,1113.0
RW10,4849,C,charge (random walk),4.161581395348837,4.101,4.189,0.018966595553504353,0.08800000000000008,-2.999906976744186,-3.004,-2.999,0.0005004826535478661,2.999906976744186,26.68801335548173,26.31426,27.23192,0.9020999999999972,300.0,301,899.9720930232559,0,1114.0
RW10,4851,C,charge (random walk),3.9276611295681065,3.918,4.005,0.01625599150632296,-0.08499999999999996,-0.7500265780730896,-0.753,-0.749,0.00034481144838084075,0.7500265780730896,26.930927641196014,26.42314,27.27858,-0.8087799999999987,300.0,301,225.00797342192686,0,1115.0
RW10,4853,D,discharge (random walk),3.4512956810631232,3.408,3.614,0.043387946501448595,-0.20599999999999996,2.9998837209302325,2.999,3.003,0.00044247203698694884,2.9998837209302325,27.481400465116277,26.40758,28.78728,2.364139999999999,300.0,301,899.9651162790698,1,1115.0
RW10,4855,D,discharge (random walk),3.6591893687707637,3.597,3.667,0.011230920473612382,0.06000000000000005,0.7500730897009966,0.749,0.757,0.0004971414184720241,0.7500730897009966,28.503855016611297,28.0096,28.83394,-0.7776800000000001,300.0,301,225.021926910299,1,1115.0
RW10,4857,D,discharge (random walk),3.5466943521594687,3.519,3.598,0.019298312149585207,-0.07899999999999974,1.4999568106312293,1.499,1.504,0.0004768338901796053,1.4999568106312293,28.074037873754154,27.91628,28.22735,0.21775000000000233,300.0,301,449.9870431893688,1,1115.0
RW10,4859,D,discharge (random walk),3.5973089700996677,3.584,3.602,0.003770961693713068,0.007000000000000117,0.7500332225913621,0.749,0.756,0.0004377068531831753,0.7500332225913621,27.87576960132891,27.49633,28.22735,-0.7154600000000002,300.0,301,225.0099667774086,1,1115.0
RW10,4861,D,discharge (random walk),3.3295323193916353,3.2,3.469,0.06623392911569803,-0.2689999999999997,2.2499087452471485,2.249,2.252,0.0004081390854202963,2.2499087452471485,28.23716950570342,27.49633,29.22278,1.7108899999999991,262.02,263,589.5210894296578,1,1115.0
RW10,4863,C,charge (random walk),4.014109634551495,3.72,4.095,0.07421150035036234,0.37499999999999956,-2.999920265780731,-3.002,-2.999,0.00044679136151305055,2.999920265780731,29.128892225913624,28.77173,29.37832,-0.4821599999999968,300.0,301,899.9760797342193,0,1116.0
RW10,4865,D,discharge (random walk),3.4686710963455147,3.379,3.669,0.06542410679020667,-0.29000000000000004,2.2499534883720926,2.249,2.251,0.0004049069340972541,2.2499534883720926,29.168525348837207,28.72507,29.73605,0.9643199999999972,300.0,301,674.9860465116278,1,1116.0
RW10,4867,D,discharge (random walk),3.548528239202658,3.509,3.561,0.01128592602029064,0.016999999999999904,0.7500598006644519,0.749,0.753,0.0003776284980301086,0.7500598006644519,29.34612508305648,28.75617,29.76716,-0.9798799999999979,300.0,301,225.01794019933556,1,1116.0
RW10,4869,C,charge (random walk),4.128003378378379,3.9,4.2,0.06498937014489219,0.30000000000000027,-3.7498986486486485,-3.752,-3.749,0.0004684630543692174,3.7498986486486485,28.799892094594597,28.60064,29.22278,0.4666099999999993,294.29,296,1103.5576733108107,0,1117.0
RW10,4871,D,discharge (random walk),3.694833887043189,3.657,3.835,0.03612132078320856,-0.17799999999999994,0.75,0.749,0.752,0.00032605565837568926,0.75,28.795290930232564,28.2429,29.23833,-0.9798800000000014,300.0,301,225.0,1,1117.0
RW10,4873,D,discharge (random walk),3.632136212624585,3.61,3.659,0.014083922088796677,-0.04899999999999993,0.750063122923588,0.749,0.756,0.0004457278360464701,0.750063122923588,27.843938803986703,27.48078,28.2429,-0.7621199999999995,300.0,301,225.0189368770764,1,1117.0
RW10,4875,C,charge (random walk),3.911428571428572,3.797,3.957,0.03875691833153392,0.1599999999999997,-1.499920265780731,-1.504,-1.499,0.0005027709885246837,1.499920265780731,26.80133202657807,26.22094,27.46523,-1.2442899999999995,300.0,301,449.9760797342193,0,1118.0
RW10,4877,D,discharge (random walk),3.457933554817276,3.385,3.635,0.05891185687719203,-0.25,2.2498970099667774,2.249,2.251,0.00039010735795572306,2.2498970099667774,27.03179362126246,26.22094,28.04071,1.8197700000000019,300.0,301,674.9691029900332,1,1118.0
RW10,4879,C,charge (random walk),3.866408637873753,3.714,3.925,0.04367003798654107,0.21099999999999985,-1.4999401993355481,-1.503,-1.499,0.0004922103784062312,1.4999401993355481,27.466880332225912,26.79642,28.07182,-1.2442899999999995,300.0,301,449.98205980066444,0,1119.0
RW10,4881,C,charge (random walk),4.165403846153847,4.104,4.2,0.02576988374603236,0.09600000000000009,-3.7498846153846155,-3.751,-3.749,0.0004230769230768765,3.7498846153846155,26.8116773076923,26.76532,26.85864,0.06221999999999994,51.01,52,191.28161423076924,0,1120.0
RW10,4883,D,discharge (random walk),3.572598006644518,3.512,3.748,0.053626007686060996,-0.2360000000000002,1.499956810631229,1.499,1.502,0.0004011550524417823,1.499956810631229,27.0533411627907,26.87419,27.32524,0.45105000000000217,300.0,301,449.9870431893687,1,1120.0
RW10,4885,C,charge (random walk),4.123480769230769,4.012,4.2,0.052301820230354214,0.1880000000000006,-4.499807692307692,-4.5,-4.499,0.00039411349099857776,4.499807692307692,27.42185596153845,27.30969,27.543,0.2177599999999984,50.12,52,225.5303615384615,0,1121.0
RW10,4887,C,charge (random walk),3.9468106312292353,3.928,3.967,0.012508097839467172,0.015000000000000124,-1.4999069767441862,-1.503,-1.499,0.0005510345113345408,1.4999069767441862,26.966737176079736,26.39203,27.55855,-1.150970000000001,300.0,301,449.97209302325587,0,1122.0
RW10,4889,C,charge (random walk),4.076192691029901,4.027,4.101,0.017289678129877677,0.07399999999999984,-2.249890365448505,-2.253,-2.249,0.0005070337810754444,2.249890365448505,26.339788471760798,26.2676,26.45424,0.06221000000000032,300.0,301,674.9671096345514,0,1123.0
RW10,4891,C,charge (random walk),4.0222059800664445,4.017,4.036,0.004531627224510823,-0.004999999999999893,-1.499873754152824,-1.505,-1.498,0.0005443843723645392,1.499873754152824,26.296640996677738,26.08096,26.4698,-0.3732799999999976,300.0,301,449.9621262458472,0,1124.0
RW10,4895,D,discharge (random walk),3.643358803986711,3.607,3.774,0.03790332383015424,-0.16699999999999982,1.4999269102990032,1.499,1.501,0.00038403361294809147,1.4999269102990032,26.24119631229236,26.0654,26.40758,0.31108000000000047,300.0,301,449.97807308970096,1,1124.0
RW10,4897,C,charge (random walk),3.9750166112956813,3.866,4.015,0.033594658101676084,0.14899999999999958,-1.49990365448505,-1.501,-1.499,0.00043212362905248656,1.49990365448505,26.041893754152824,25.81655,26.37648,-0.5599300000000014,300.0,301,449.971096345515,0,1125.0
RW10,4899,C,charge (random walk),4.176346153846154,4.13,4.2,0.017517995819008328,0.07000000000000028,-3.0000000000000004,-3.005,-2.999,0.0008987170342728657,3.0000000000000004,25.86350634615385,25.81655,25.94098,0.12443000000000026,50.92,52,152.76000000000002,0,1126.0
RW10,4901,D,discharge (random walk),3.6481262458471755,3.606,3.812,0.04573290950893222,-0.20599999999999996,1.499890365448505,1.499,1.501,0.0004050432067541925,1.499890365448505,26.17014554817276,25.95653,26.32982,0.3732900000000008,300.0,301,449.9671096345515,1,1126.0
RW10,4903,D,discharge (random walk),3.2954318936877076,3.249,3.429,0.03188162562605813,-0.17999999999999972,3.7498936877076408,3.749,3.752,0.00046326160833359305,3.7498936877076408,28.618903089700996,26.34537,31.24798,4.902609999999999,300.0,301,1124.9681063122923,1,1126.0
RW10,4905,D,discharge (random walk),3.4088106312292354,3.369,3.429,0.01774704186478373,-0.01599999999999957,2.2499269102990036,2.249,2.253,0.0004172048525169245,2.2499269102990036,32.18992096345515,31.24798,32.68031,1.4169300000000007,300.0,301,674.9780730897011,1,1126.0
RW10,4907,C,charge (random walk),4.1174605263157895,3.904,4.2,0.06847597365604993,0.29600000000000026,-4.499894736842105,-4.502,-4.499,0.00039996537246248865,4.499894736842105,32.745465657894734,32.68031,32.80352,0.06161000000000172,150.69,152,678.0891378947368,0,1127.0
RW10,4909,C,charge (random walk),4.015734219269103,3.999,4.04,0.012842353302411014,0.014000000000000234,-2.249827242524917,-2.255,-2.249,0.0006018151151939875,2.249827242524917,31.757911827242527,30.77053,32.74192,-1.9713899999999995,300.0,301,674.948172757475,0,1128.0
RW10,4911,C,charge (random walk),3.9781561461794013,3.97,3.991,0.0065251013229154125,0.010000000000000231,-1.4998571428571428,-1.502,-1.499,0.00047828994548348335,1.4998571428571428,29.846849833887042,28.91171,30.75513,-1.8434200000000018,300.0,301,449.95714285714286,0,1129.0
RW10,4913,C,charge (random walk),4.1850000000000005,4.161,4.2,0.011204394742174363,0.03900000000000059,-3.75,-3.751,-3.749,0.0006793662204866827,3.75,28.88538846153846,28.86505,28.91171,-0.04665999999999926,11.88,13,44.550000000000004,0,1130.0
RW10,4917,C,charge (random walk),4.103445182724253,4.073,4.129,0.015418453964033824,0.05599999999999916,-2.24990365448505,-2.254,-2.249,0.0005711967388793484,2.24990365448505,28.513415514950175,28.36734,28.8806,-0.4665999999999997,300.0,301,674.971096345515,0,1131.0
RW10,4921,C,charge (random walk),4.154993355481729,4.113,4.183,0.016535473466480377,0.0699999999999994,-2.249916943521595,-2.255,-2.249,0.000512059187426695,2.249916943521595,28.35291833887043,28.28957,28.42955,-0.015560000000000684,300.0,301,674.9750830564784,0,1132.0
RW10,4923,D,discharge (random walk),3.7169534883720927,3.662,3.884,0.04849678376968949,-0.22199999999999998,1.4999169435215947,1.499,1.503,0.0004572181812315499,1.4999169435215947,28.29514803986711,28.08737,28.414,-0.31107000000000085,300.0,301,449.9750830564784,1,1132.0
RW10,4925,C,charge (random walk),4.117066445182725,3.964,4.177,0.04672200499925756,0.21299999999999963,-2.2498737541528238,-2.256,-2.249,0.0006293028833249457,2.2498737541528238,27.813918538205975,27.63631,28.08737,-0.4199400000000004,300.0,301,674.9621262458471,0,1133.0
RW10,4929,D,discharge (random walk),3.4415913621262453,3.378,3.692,0.0702137869099153,-0.31400000000000006,3.7499169435215944,3.749,3.751,0.0004193159594942255,3.7499169435215944,29.28829544850499,27.66743,31.04776,3.3803300000000007,300.0,301,1124.9750830564783,1,1133.0
RW10,4931,D,discharge (random walk),3.5227906976744183,3.502,3.536,0.010401541853743498,-0.010000000000000231,2.2498538205980063,2.249,2.254,0.0004943807372155931,2.2498538205980063,31.26332601328904,31.04776,31.35579,0.2772199999999998,300.0,301,674.9561461794019,1,1133.0
RW10,4933,C,charge (random walk),4.140213114754098,4.019,4.2,0.04790602643704476,0.18100000000000005,-4.499918032786885,-4.5,-4.499,0.00027431476279814914,4.499918032786885,31.441125245901638,31.30958,31.5098,0.18481999999999843,60.02,61,270.08508032786887,0,1134.0
RW10,4935,C,charge (random walk),3.9578571428571423,3.944,3.978,0.010339238734910126,0.001000000000000334,-1.4999368770764119,-1.504,-1.499,0.0004815557031006441,1.4999368770764119,30.55658315614618,29.68939,31.5098,-1.820409999999999,300.0,301,449.98106312292356,0,1135.0
RW10,4937,C,charge (random walk),4.179357142857143,4.145,4.2,0.014849757779925291,0.055000000000000604,-3.7500357142857146,-3.753,-3.749,0.0007310531960877953,3.7500357142857146,29.681610357142855,29.65828,29.7205,0.04667000000000243,26.67,28,100.01345250000001,0,1136.0
RW10,4939,C,charge (random walk),4.101528239202658,4.076,4.135,0.018501055906544054,0.05399999999999938,-2.2498471760797343,-2.251,-2.249,0.0004786820904804224,2.2498471760797343,29.40048588039867,29.06725,29.73605,-0.6532499999999999,300.0,301,674.9541528239203,0,1137.0
RW10,4943,D,discharge (random walk),3.7849169435215955,3.748,3.893,0.03209583467184683,-0.14499999999999957,0.750046511627907,0.749,0.756,0.0004730225044666499,0.750046511627907,28.612522724252496,28.04071,29.05169,-1.01098,300.0,301,225.0139534883721,1,1137.0
RW10,4945,C,charge (random walk),4.1276777408637875,3.987,4.182,0.04363567610090792,0.19500000000000028,-2.24993023255814,-2.253,-2.249,0.0005140384169392596,2.24993023255814,27.736356511627907,27.58965,28.02516,-0.34217999999999904,300.0,301,674.979069767442,0,1138.0
RW10,4949,D,discharge (random walk),3.6250431893687707,3.563,3.811,0.057057074605918946,-0.24799999999999978,2.249870431893688,2.249,2.254,0.00047511790407237935,2.249870431893688,27.982887109634557,27.69853,28.27401,0.5754799999999989,300.0,301,674.9611295681063,1,1138.0
RW10,4951,C,charge (random walk),4.12905223880597,3.987,4.2,0.05494207494685067,0.21300000000000008,-2.999873134328358,-3.001,-2.999,0.0005654431862541053,2.999873134328358,28.353754701492537,28.25846,28.47621,0.20219999999999771,132.55,134,397.63318395522384,0,1139.0
RW10,4955,D,discharge (random walk),3.597019933554817,3.544,3.779,0.052794526810315795,-0.23499999999999988,2.2499003322259137,2.249,2.252,0.0004275013037511799,2.2499003322259137,28.702382292358802,28.47621,28.92726,0.4355000000000011,300.0,301,674.9700996677741,1,1139.0
RW10,4957,D,discharge (random walk),3.703863787375416,3.666,3.709,0.0071154259642319025,0.03600000000000003,0.7500531561461794,0.749,0.755,0.0003786209530872661,0.7500531561461794,28.394772923588043,27.82296,28.92726,-1.104300000000002,300.0,301,225.0159468438538,1,1139.0
RW10,4959,C,charge (random walk),4.139426086956521,4.002,4.2,0.046232129025746894,0.1980000000000004,-2.999908695652174,-3.003,-2.999,0.0005068342010681168,2.999908695652174,27.927709826086957,27.74519,28.28957,0.46661000000000286,228.81,230,686.4091086521739,0,1140.0
RW10,4963,D,discharge (random walk),3.6771461794019937,3.636,3.828,0.04216308978108794,-0.19199999999999973,1.4999136212624584,1.499,1.502,0.00043803454415542397,1.4999136212624584,28.220841827242527,28.02516,28.39844,-0.24886000000000053,300.0,301,449.9740863787375,1,1140.0
RW10,4965,D,discharge (random walk),3.7086245847176076,3.7,3.713,0.003634724588491575,0.0019999999999997797,0.750063122923588,0.749,0.756,0.0004675541237588914,0.750063122923588,27.50992388704319,27.01417,28.02516,-1.0109899999999996,300.0,301,225.0189368770764,1,1140.0
RW10,4967,C,charge (random walk),4.141417085427136,4.007,4.2,0.04633764990308037,0.1930000000000005,-2.9999296482412063,-3.003,-2.998,0.0005063172549872944,2.9999296482412063,27.21762010050251,26.99862,27.60521,0.5910399999999996,197.44,199,592.3061097487438,0,1141.0
RW10,4969,D,discharge (random walk),3.6695548172757477,3.629,3.822,0.0422275258402369,-0.19300000000000006,1.4999102990033224,1.499,1.503,0.0004842299537807367,1.4999102990033224,27.535812192691033,27.43412,27.69853,-0.18664000000000058,300.0,301,449.9730897009967,1,1141.0
RW10,4971,C,charge (random walk),3.984129568106312,3.877,4.028,0.03327605001295421,0.1509999999999998,-1.499920265780731,-1.502,-1.499,0.0004961190871450674,1.499920265780731,26.973041727574753,26.65644,27.43412,-0.7776800000000001,300.0,301,449.9760797342193,0,1142.0
RW10,4973,D,discharge (random walk),3.3679136212624585,3.308,3.6,0.06358471352870637,-0.29200000000000026,3.7499169435215953,3.749,3.754,0.0004644275869509882,3.7499169435215953,28.44147242524917,26.65644,30.57031,3.9138699999999993,300.0,301,1124.9750830564785,1,1142.0
RW10,4975,C,charge (random walk),3.8358970099667773,3.688,3.872,0.038467650788326806,0.18399999999999972,-0.7500498338870433,-0.753,-0.749,0.0003834295826246783,0.7500498338870433,30.078868172757485,29.06725,30.69352,-1.5338599999999971,300.0,301,225.01495016611298,0,1143.0
RW10,4977,D,discharge (random walk),3.3114551495016613,3.242,3.523,0.06315378699930088,-0.28100000000000014,3.749883720930233,3.749,3.755,0.0005496305994703773,3.749883720930233,30.938112724252495,29.00503,33.23476,4.183070000000001,300.0,301,1124.96511627907,1,1143.0
RW10,4979,C,charge (random walk),4.10998338870432,3.843,4.19,0.07206947821957825,0.3470000000000004,-3.7499269102990036,-3.751,-3.749,0.00040916423437445734,3.7499269102990036,33.16364205980067,32.92673,33.45039,-0.16941999999999524,300.0,301,1124.9780730897012,0,1144.0
RW10,4981,D,discharge (random walk),3.655747508305648,3.621,3.793,0.035381959976774964,-0.17200000000000015,1.499860465116279,1.499,1.501,0.000461614726541326,1.499860465116279,32.28053853820598,31.29418,33.08075,-1.786570000000001,300.0,301,449.9581395348837,1,1144.0
RW10,4983,D,discharge (random walk),3.684681063122923,3.675,3.691,0.005112482951193848,-0.007000000000000117,0.7500365448504983,0.749,0.754,0.0003849235443976146,0.7500365448504983,30.32633588039867,29.45609,31.29418,-1.8380900000000011,300.0,301,225.0109634551495,1,1144.0
RW10,4985,C,charge (random walk),4.113441860465117,3.968,4.166,0.043220681978556205,0.1980000000000004,-2.999960132890365,-3.003,-2.999,0.00048745591736756286,2.999960132890365,29.218337740863785,29.06725,29.45609,-0.09332999999999814,300.0,301,899.9880398671096,0,1145.0
RW10,4987,D,discharge (random walk),3.572059800664452,3.524,3.748,0.04756820330229818,-0.2240000000000002,2.2499003322259137,2.249,2.253,0.00041166531085837205,2.2499003322259137,29.508016877076418,29.36276,29.67383,0.3110699999999973,300.0,301,674.9700996677741,1,1145.0
RW10,4989,D,discharge (random walk),3.489478405315615,3.457,3.532,0.020295091270622418,-0.07500000000000018,2.2498970099667774,2.249,2.253,0.00043823607834789967,2.2498970099667774,30.067754883720923,29.67383,30.63192,0.9580900000000021,300.0,301,674.9691029900332,1,1145.0
RW10,4991,D,discharge (random walk),3.2325000000000004,3.2,3.286,0.02377498685593745,-0.08599999999999985,4.499909090909091,4.499,4.501,0.00041659779045067003,4.499909090909091,30.7740309090909,30.63192,30.97075,0.33882999999999797,20.85,22,93.82310454545454,1,1145.0
RW10,4993,C,charge (random walk),3.9744717607973423,3.771,4.032,0.05695043628086316,0.2610000000000001,-2.249906976744186,-2.255,-2.249,0.0005570310143556913,2.249906976744186,30.32733315614618,29.48719,31.06316,-1.4835600000000007,300.0,301,674.9720930232559,0,1146.0
RW10,4995,C,charge (random walk),4.179882352941177,4.141,4.2,0.014985806433544626,0.05900000000000016,-3.749980392156863,-3.754,-3.749,0.0007273426270976701,3.749980392156863,29.528059803921572,29.50275,29.59607,0.09332000000000207,49.56,51,185.84902823529413,0,1147.0
RW10,4997,D,discharge (random walk),3.4534318936877075,3.378,3.66,0.06071029878152078,-0.28200000000000003,2.9998837209302325,2.999,3.002,0.00041134344582802765,2.9998837209302325,30.474174119601326,29.59607,31.69462,2.0985499999999995,300.0,301,899.9651162790698,1,1147.0
RW10,4999,D,discharge (random walk),3.6181063122923596,3.565,3.624,0.010602857698950863,0.05500000000000016,0.7500498338870433,0.749,0.753,0.0003170277857298287,0.7500498338870433,31.097491229235885,30.26228,31.74082,-1.4477399999999996,300.0,301,225.01495016611298,1,1147.0
RW11,0,C,reference charge,4.199979365079365,4.187,4.2,0.0005175211766723704,0.0129999999999999,-0.11923333333333332,-0.766,-0.01,0.13482578235375306,0.11923333333333332,20.303493857142854,19.92139,21.52528,-1.57245,6289.18,630,749.8798953333333,0,1.0
RW11,1,D,reference discharge,3.728331125827815,3.2,4.117,0.1615203233621002,-0.9169999999999998,0.9998437086092716,0.999,1.003,0.0004984181811524842,0.9998437086092716,22.15263666225166,19.95283,23.95332,4.000490000000003,7539.59,755,7538.411626993378,1,1.0
RW11,2,C,reference charge,4.1575964912280705,3.489,4.2,0.09068744896067246,0.7110000000000003,-0.7366744639376219,-2.004,-0.009,0.8284808023335477,0.7366744639376219,21.481549795321637,19.98426,24.17122,-3.9690600000000025,10240.99,1026,7544.275818440547,0,2.0
RW11,3,D,reference discharge,3.7276578249336865,3.2,4.117,0.16202955865037771,-0.9169999999999998,0.9999098143236075,0.999,1.005,0.0004884167215669678,0.9999098143236075,21.975203408488067,19.98426,23.67316,3.6889000000000003,7527.94,754,7527.261087639257,1,2.0
RW11,4,R,pulsed load (rest),4.197497085761865,4.197,4.199,0.0005597071615734734,-0.0019999999999997797,0.0,0.0,0.0,0.0,0.0,20.013457993338882,19.88995,20.0778,0.15671999999999997,1200.0,1201,0.0,2,2.0
RW11,5,D,pulsed load (discharge),4.030074875207987,3.986,4.115,0.02990026768575716,-0.129,0.9998935108153076,0.999,1.004,0.0005081444699056157,0.9998935108153076,20.421695607321134,20.04667,20.88715,0.8404799999999994,600.0,601,599.9361064891846,1,2.0
RW11,6,R,pulsed load (rest),4.114862614487928,4.061,4.118,0.006816149419918958,0.057000000000000384,0.0,0.0,0.0,0.0,0.0,20.61626957535387,20.43578,20.90271,-0.45136999999999716,1200.0,1201,0.0,2,2.0
RW11,7,D,pulsed load (discharge),3.953031613976705,3.914,4.038,0.02754474198232064,-0.12400000000000011,0.999883527454243,0.999,1.002,0.00047891815445218596,0.999883527454243,20.857055873544095,20.43578,21.27626,0.8404799999999994,600.0,601,599.9301164725458,1,2.0
RW11,8,R,pulsed load (rest),4.047146544546211,3.988,4.051,0.007850508352885414,0.06300000000000017,0.0,0.0,0.0,0.0,0.0,20.652660291423814,20.17119,21.27626,-1.089500000000001,1200.0,1201,0.0,2,2.0
RW11,9,D,pulsed load (discharge),3.883675540765391,3.847,3.971,0.026535999797883927,-0.12400000000000011,0.9998885191347754,0.999,1.005,0.0005087107812418065,0.9998885191347754,20.547167936772045,20.17119,20.94941,0.7626500000000007,600.0,601,599.9331114808653,1,2.0
RW11,10,R,pulsed load (rest),3.986765195670275,3.922,3.992,0.00974170093130484,0.06999999999999984,0.0,0.0,0.0,0.0,0.0,20.47634684429642,20.17119,20.96497,-0.778220000000001,1200.0,1201,0.0,2,2.0
RW11,11,D,pulsed load (discharge),3.824371048252912,3.793,3.912,0.024800107892511292,-0.11899999999999977,0.9998968386023295,0.999,1.005,0.0005312278079450797,0.9998968386023295,20.634183594009983,20.17119,21.10505,0.9338599999999992,600.0,601,599.9381031613976,1,2.0
RW11,12,R,pulsed load (rest),3.932563696919234,3.866,3.942,0.012064542538606412,0.07600000000000007,0.0,0.0,0.0,0.0,0.0,20.671995553705244,20.3424,21.10505,-0.7626499999999972,1200.0,1201,0.0,2,2.0
RW11,13,D,pulsed load (discharge),3.77498003327787,3.747,3.862,0.0231853473867258,-0.11500000000000021,0.9998918469217969,0.999,1.005,0.0004995339756945529,0.9998918469217969,20.68268853577371,20.3424,21.01166,0.6692599999999977,600.0,601,599.9351081530781,1,2.0
RW11,14,R,pulsed load (rest),3.8753888426311405,3.821,3.885,0.009355652580839523,0.06399999999999961,0.0,0.0,0.0,0.0,0.0,20.70714157368859,20.38909,21.01166,-0.6225699999999996,1200.0,1201,0.0,2,2.0
RW11,15,D,pulsed load (discharge),3.7329550748752087,3.709,3.805,0.0189477689571963,-0.09600000000000009,0.9998901830282861,0.999,1.003,0.0004699843872276374,0.9998901830282861,20.763721514143096,20.38909,21.05836,0.6537000000000006,600.0,601,599.9341098169717,1,2.0
RW11,16,R,pulsed load (rest),3.8307868442964192,3.783,3.835,0.006602514605610903,0.052000000000000046,0.0,0.0,0.0,0.0,0.0,20.548596069941713,20.23345,21.04279,-0.7470800000000004,1200.0,1201,0.0,2,2.0
RW11,17,D,pulsed load (discharge),3.6967720465890186,3.677,3.755,0.01584837527864833,-0.07799999999999985,0.9999084858569051,0.999,1.004,0.000519129442354944,0.9999084858569051,20.6859521797005,20.29571,20.9961,0.7003899999999987,600.0,601,599.9450915141431,1,2.0
RW11,18,R,pulsed load (rest),3.8015129059117405,3.751,3.806,0.0071517423599419426,0.05500000000000016,0.0,0.0,0.0,0.0,0.0,20.39264190674438,20.09337,20.9961,-0.8715999999999973,1200.0,1201,0.0,2,2.0
RW11,19,D,pulsed load (discharge),3.6674376039933447,3.65,3.725,0.015381229249560606,-0.07500000000000018,0.9998918469217971,0.999,1.003,0.0004199081785311384,0.9998918469217971,20.589640249584026,20.1245,21.05836,0.9338599999999992,600.0,601,599.9351081530783,1,2.0
RW11,20,R,pulsed load (rest),3.780119900083264,3.724,3.786,0.008825854004434107,0.06199999999999983,0.0,0.0,0.0,0.0,0.0,20.49399814321399,20.15563,21.05836,-0.9027300000000018,1200.0,1201,0.0,2,2.0
RW11,21,D,pulsed load (discharge),3.6452745424292843,3.628,3.705,0.0159950959882238,-0.07699999999999996,0.9998768718801996,0.999,1.003,0.00048417299876874284,0.9998768718801996,20.73650387687188,20.15563,21.33851,1.1828800000000008,600.0,601,599.9261231281198,1,2.0
RW11,22,R,pulsed load (rest),3.7638134887593675,3.702,3.773,0.010725871260950896,0.06999999999999984,0.0,0.0,0.0,0.0,0.0,20.741484221482096,20.15563,21.33851,-1.1828800000000008,1200.0,1201,0.0,2,2.0
RW11,23,D,pulsed load (discharge),3.627792013311148,3.606,3.692,0.01810943814304372,-0.0860000000000003,0.9999001663893512,0.999,1.003,0.0005159840820995561,0.9999001663893512,20.848328369384358,20.15563,21.57198,1.4163500000000013,600.0,601,599.9400998336107,1,2.0
RW11,24,R,pulsed load (rest),3.74298834304746,3.68,3.752,0.011353447935269295,0.07199999999999962,0.0,0.0,0.0,0.0,0.0,20.907909458784346,20.43578,21.60311,-1.1361999999999988,1200.0,1201,0.0,2,2.0
RW11,25,D,pulsed load (discharge),3.5996239600665554,3.572,3.671,0.022372322713249047,-0.09899999999999975,0.9998885191347754,0.999,1.006,0.0005248100552197952,0.9998885191347754,21.13073881863561,20.42022,21.82101,1.38523,600.0,601,599.9331114808653,1,2.0
RW11,26,R,pulsed load (rest),3.693631973355537,3.645,3.697,0.006254079915513694,0.052000000000000046,0.0,0.0,0.0,0.0,0.0,20.953189708576186,20.32683,21.83657,-1.49418,1200.0,1201,0.0,2,2.0
RW11,27,D,pulsed load (discharge),3.5496106489184687,3.502,3.616,0.023518919768979706,-0.11400000000000032,0.9999068219633943,0.999,1.002,0.0004975514588058747,0.9999068219633943,21.064389500831947,20.32683,21.69649,1.3696599999999997,600.0,601,599.9440931780366,1,2.0
RW11,28,R,pulsed load (rest),3.661876769358867,3.575,3.67,0.012310233548255011,0.09499999999999975,0.0,0.0,0.0,0.0,0.0,20.753873089092423,20.18676,21.71206,-1.4786099999999998,1200.0,1201,0.0,2,2.0
