speed,acceleration,power_required_kw,torque_required_nm,battery_soc,battery_temp,aux_load_kw,grade_angle,regen_available,braking,traffic_condition,current_segment,next_segment,driver_profile,trip_id,route_template,label,confidence,reason
20.66,0.2,6.84,400.0,22.46,28.23,3.38,-0.02,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
20.82,0.2,4.4,400.0,22.43,28.3,3.34,-1.43,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
20.05,-0.963,-4.33,-100.0,22.4,28.32,3.38,-0.24,True,True,heavy,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
18.18,-2.332,-12.35,-100.0,22.44,28.32,3.2,-1.49,True,True,medium,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
16.51,-2.095,-9.08,-100.0,22.54,28.34,3.25,0.95,True,True,heavy,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
4.86,-0.11,3.17,400.0,22.61,28.36,2.96,0.21,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.19,2.913,27.2,400.0,22.59,28.38,2.97,-0.14,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
8.68,1.851,18.28,400.0,22.46,28.41,2.88,0.18,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
8.84,0.2,4.83,400.0,22.37,28.47,2.84,-0.46,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
8.01,-1.029,-6.92,-100.0,22.34,28.47,2.95,1.02,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
4.47,-4.429,-21.06,-100.0,22.34,28.46,3.01,-1.2,False,True,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
4.63,0.2,6.0,400.0,22.34,28.49,2.83,0.89,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.38,3.435,30.24,400.0,22.31,28.5,3.09,-0.16,False,False,medium,stop_go,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.54,0.2,5.5,400.0,22.16,28.56,3.13,-0.66,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.82,0.347,9.82,400.0,22.13,28.62,3.05,1.48,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.91,2.621,25.37,400.0,22.08,28.66,3.15,0.57,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
11.29,1.717,15.31,400.0,21.96,28.68,3.01,-1.92,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.04,-2.803,-15.48,-100.0,21.88,28.68,3.1,0.78,False,True,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.3,-2.174,-9.03,-100.0,21.88,28.66,2.93,1.92,False,True,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.06,3.441,32.74,400.0,21.88,28.74,2.95,0.49,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.26,-1.0,-5.66,-100.0,21.72,28.73,2.9,-1.05,False,True,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.21,1.19,17.17,400.0,21.72,28.74,3.05,1.37,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.37,0.2,5.91,400.0,21.63,28.8,3.36,0.63,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
14.02,4.559,39.39,400.0,21.6,28.83,3.25,0.57,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.83,-3.983,-20.75,-100.0,21.41,28.84,3.28,0.4,True,True,medium,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
9.84,-1.233,-6.02,-100.0,21.57,28.83,3.2,-0.4,False,True,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.04,-1.0,-4.92,-100.0,21.57,28.83,3.28,-0.86,False,True,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.38,0.426,10.46,400.0,21.57,28.88,3.16,0.04,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.58,1.498,21.34,400.0,21.52,28.9,3.32,0.36,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.45,-3.909,-20.19,-100.0,21.41,28.89,3.4,-0.68,False,True,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.61,0.2,10.61,400.0,21.41,28.91,3.33,1.18,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
8.17,0.697,15.95,400.0,21.36,28.99,3.3,1.64,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.05,2.345,23.56,400.0,21.28,29.01,3.37,1.17,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.21,0.2,7.79,400.0,21.16,29.06,3.57,0.53,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.37,0.2,6.34,400.0,21.12,29.12,3.5,-1.6,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
11.48,1.393,15.44,400.0,21.09,29.17,3.42,-0.58,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.65,-2.293,-11.21,-100.0,21.01,29.17,3.38,-1.32,False,True,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
13.06,4.267,42.61,400.0,21.01,29.21,3.33,1.63,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
12.26,-1.0,-4.31,-100.0,20.8,29.24,3.17,1.97,True,True,heavy,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
15.16,3.621,40.61,400.0,20.84,29.3,3.13,0.74,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
15.35,0.238,4.0,400.0,20.63,29.34,3.01,0.38,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
16.28,1.159,15.1,400.0,20.61,29.4,2.92,-0.54,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
16.44,0.2,10.15,400.0,20.54,29.43,2.94,1.09,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
19.65,4.019,35.28,400.0,20.49,29.45,2.9,-0.89,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
16.93,-3.401,-17.91,-100.0,20.31,29.48,2.85,-0.08,True,True,medium,urban,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
16.13,-1.0,-2.53,-100.0,20.45,29.49,2.85,0.17,True,True,heavy,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
16.29,0.2,5.3,400.0,20.47,29.51,2.98,-1.57,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
14.13,-2.7,-13.27,-100.0,20.45,29.54,3.06,-0.52,True,True,medium,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
16.88,3.439,33.4,400.0,20.55,29.6,3.24,0.94,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
20.88,5.0,46.89,400.0,20.39,29.64,3.23,-0.52,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
5.83,-0.546,-1.95,-100.0,20.15,29.64,3.31,0.29,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
5.99,0.2,8.27,400.0,20.15,29.7,3.36,0.69,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.78,2.239,21.3,400.0,20.11,29.72,3.31,0.05,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.84,2.575,30.99,400.0,20.0,29.75,3.27,3.03,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
8.56,-1.594,-7.55,-100.0,19.85,29.74,3.21,-0.13,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
6.9,-2.077,-9.83,-100.0,19.85,29.73,3.24,0.68,False,True,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.06,0.2,7.93,400.0,19.85,29.8,3.32,0.98,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
4.28,-3.481,-18.11,-100.0,19.81,29.79,3.18,0.56,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
4.44,0.2,3.26,400.0,19.81,29.87,3.17,0.09,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.28,3.55,34.37,400.0,19.79,29.92,3.21,1.16,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
5.73,-1.938,-8.99,-100.0,19.62,29.92,3.32,-1.03,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.73,5.0,41.62,400.0,19.62,29.99,3.34,0.09,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.59,-2.673,-14.44,-100.0,19.41,29.98,3.29,0.87,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.24,3.318,30.19,400.0,19.41,30.04,3.34,-0.85,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
12.84,3.245,28.33,400.0,19.26,30.07,3.44,-0.04,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
13.23,0.493,7.4,400.0,19.12,30.14,3.6,0.11,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
11.59,-2.058,-9.21,-100.0,19.08,30.14,3.58,-0.33,True,True,heavy,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
11.14,-0.558,-3.19,-100.0,19.16,30.15,3.53,1.74,True,True,heavy,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
11.3,0.2,4.33,400.0,19.18,30.19,3.55,-1.03,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.63,-2.091,-10.31,-100.0,19.16,30.18,3.65,0.55,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
11.6,2.469,23.24,400.0,19.16,30.21,3.71,-0.44,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.2,-3.005,-14.25,-100.0,19.04,30.21,3.73,-1.61,False,True,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
11.33,2.67,26.31,400.0,19.04,30.23,3.73,-0.26,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.32,-1.268,-7.97,-100.0,18.91,30.25,3.89,-0.35,True,True,medium,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
2.9,-0.243,4.88,400.0,18.98,30.3,3.81,0.42,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
3.26,0.451,3.28,400.0,18.95,30.32,3.72,-0.06,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
4.01,0.934,8.21,400.0,18.94,30.37,3.57,-0.26,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
6.21,2.75,26.4,400.0,18.89,30.43,3.76,-0.28,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
7.37,1.453,13.32,400.0,18.76,30.47,3.59,-0.51,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.53,2.702,21.93,400.0,18.7,30.51,3.67,-1.86,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.69,0.2,9.33,400.0,18.59,30.56,3.72,-0.37,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
9.85,0.2,3.87,400.0,18.54,30.63,3.73,-0.36,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
11.07,1.516,21.19,400.0,18.52,30.68,3.77,-0.98,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
13.53,3.085,30.01,400.0,18.41,30.73,3.82,-0.34,False,False,medium,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
11.99,-1.93,-10.02,-100.0,18.26,30.76,3.79,1.11,True,True,heavy,stop_go,stop_go,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
13.13,1.424,22.48,400.0,18.34,30.78,3.7,1.94,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
15.57,3.044,25.0,400.0,18.23,30.86,3.75,-1.32,False,False,heavy,stop_go,stop_go,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
15.33,-0.3,5.24,400.0,18.11,30.93,3.62,-0.3,False,False,heavy,stop_go,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
18.35,3.776,37.36,400.0,18.08,31.0,3.72,-0.5,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
20.72,2.966,30.26,400.0,17.89,31.03,3.62,0.09,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
21.85,1.416,19.93,400.0,17.74,31.07,3.68,1.08,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
22.01,0.2,11.52,400.0,17.64,31.1,3.74,1.65,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
22.21,0.249,9.17,400.0,17.59,31.12,3.78,0.36,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
20.24,-2.468,-13.93,-100.0,17.54,31.13,3.82,-0.92,True,True,medium,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
23.93,4.622,47.71,400.0,17.65,31.21,3.87,1.31,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
26.52,3.226,34.71,400.0,17.41,31.27,3.91,0.18,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
29.39,3.598,36.75,400.0,17.24,31.33,3.79,0.57,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
30.19,0.995,18.26,400.0,17.06,31.4,3.86,0.41,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
33.6,4.263,42.06,400.0,16.96,31.42,3.91,0.72,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
35.38,2.227,25.72,400.0,16.75,31.49,3.95,-0.05,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
35.54,0.194,10.86,400.0,16.63,31.53,3.98,0.08,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
35.7,0.2,13.53,400.0,16.57,31.54,4.02,-0.05,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
35.98,0.358,17.01,400.0,16.5,31.62,4.26,1.4,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
38.47,3.112,39.44,400.0,16.42,31.65,4.33,1.47,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
34.65,-4.779,-22.7,-100.0,16.22,31.66,4.36,-0.7,True,True,light,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
34.81,0.2,15.1,400.0,16.4,31.73,4.27,-0.06,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
37.91,3.881,40.41,400.0,16.33,31.77,4.14,-0.13,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
38.07,0.2,14.6,400.0,16.12,31.82,4.11,1.66,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
38.4,0.41,16.53,400.0,16.05,31.84,4.2,1.43,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
35.71,-3.36,-16.8,-100.0,15.97,31.84,4.16,0.01,True,True,light,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
34.12,-1.986,-11.66,-100.0,16.1,31.87,4.2,0.14,True,True,medium,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
31.27,-3.571,-17.24,-100.0,16.2,31.89,4.14,-0.69,True,True,light,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
31.43,0.2,8.89,400.0,16.33,31.95,4.4,-1.21,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
30.63,-1.0,-5.79,-100.0,16.29,31.98,4.3,-0.7,True,True,heavy,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
28.14,-3.112,-15.04,-100.0,16.34,32.0,4.28,-0.23,True,True,heavy,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
30.09,2.441,28.19,400.0,16.46,32.02,4.19,-0.15,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
30.16,0.084,12.65,400.0,16.32,32.04,4.29,0.7,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
32.37,2.765,30.28,400.0,16.25,32.1,4.57,0.25,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
32.79,0.524,11.39,400.0,16.1,32.18,4.41,-0.67,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
36.79,5.0,48.4,400.0,16.04,32.19,4.54,-1.67,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
39.2,3.016,33.15,400.0,15.8,32.25,4.41,-0.5,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
38.51,-0.861,-3.71,-100.0,15.64,32.28,4.51,-0.07,True,True,heavy,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
39.01,0.621,17.26,400.0,15.67,32.35,4.62,0.42,False,False,heavy,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
38.99,-0.021,7.34,400.0,15.58,32.37,4.75,0.38,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
40.26,1.585,21.53,400.0,15.54,32.44,4.91,-0.49,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
38.46,-2.257,-12.34,-100.0,15.44,32.46,4.87,0.84,True,True,heavy,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
41.23,3.466,37.44,400.0,15.53,32.49,4.86,-0.83,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
39.0,-2.79,-12.8,-100.0,15.35,32.51,4.88,-0.73,True,True,heavy,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
42.17,3.964,41.84,400.0,15.45,32.56,4.86,-0.21,False,False,light,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
42.33,0.2,16.74,400.0,15.24,32.61,5.0,2.14,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
43.02,0.863,15.41,400.0,15.16,32.65,5.0,-1.38,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
41.3,-2.141,-9.84,-100.0,15.08,32.67,4.93,-0.81,True,True,light,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
39.72,-1.984,-10.33,-100.0,15.16,32.7,4.8,0.39,True,True,medium,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
39.88,0.2,16.55,400.0,15.24,32.72,4.86,0.42,False,False,medium,urban,urban,erratic,1,city_delivery,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
38.76,-1.397,-8.11,-100.0,15.16,32.72,4.73,0.32,True,True,heavy,urban,urban,erratic,1,city_delivery,REGEN,1.0,Smart heuristic target with stochastic noise
0.0,-0.5,-4.1,-100.0,16.49,20.81,0.82,-1.37,False,True,medium,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
2.64,3.295,23.87,400.0,16.47,20.84,0.66,-0.23,False,False,light,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
5.93,4.123,30.94,400.0,16.35,20.86,0.43,-0.48,False,False,heavy,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
8.15,2.766,23.79,400.0,16.2,20.88,0.5,0.32,False,False,heavy,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
8.78,0.794,4.54,400.0,16.08,20.95,0.57,-0.76,False,False,heavy,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
10.98,2.75,25.3,400.0,16.06,21.0,0.59,0.47,False,False,medium,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
13.66,3.344,31.9,400.0,15.93,21.06,0.39,-0.05,False,False,heavy,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
17.66,5.0,42.27,400.0,15.77,21.12,0.31,-0.41,False,False,medium,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
20.91,4.071,36.15,400.0,15.56,21.18,0.3,0.52,False,False,light,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
22.32,1.758,15.03,400.0,15.38,21.26,0.47,-1.56,False,False,heavy,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
24.08,2.195,23.85,400.0,15.3,21.31,0.44,0.78,False,False,medium,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
25.48,1.754,21.57,400.0,15.18,21.39,0.47,0.44,False,False,medium,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
28.06,3.222,31.99,400.0,15.07,21.41,0.41,1.01,False,False,medium,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
30.32,2.828,29.82,400.0,14.91,21.46,0.45,1.43,False,False,heavy,urban,urban,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
32.57,2.808,31.59,400.0,14.77,21.49,0.44,1.72,False,False,medium,urban,arterial,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
34.57,2.506,24.05,400.0,14.61,21.54,0.35,0.54,False,False,medium,arterial,arterial,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
36.41,2.297,19.6,400.0,14.49,21.58,0.41,-1.84,False,False,heavy,arterial,arterial,aggressive,2,mountain_pass,ENGINE_CHARGE,1.0,Smart heuristic target with stochastic noise
